bot_name,query_index,user_query,overall_score,warmth_validation,prose_vs_bullets,emoji_usage,conversational_tone,practical_advice,followup_question,support_solutions_balance,length_conciseness,bullet_count,prose_percentage,most_claude_like,least_claude_like
KimiBotTuned,61,I think I might like someone but I don’t know if it’s mutual.,8.7,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,62,My friend is pressuring me to do something I’m not comfortable with.,8.6,9,10,9,7,9,8,8,9,0,100%,N/A,N/A
KimiBotTuned,63,I walked into the wrong classroom and everyone stared.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,64,I lost something important at school and I’m freaking out.,8.9,9,10,9,8,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,65,My friend keeps gossiping and I don’t want to be part of it.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,66,I’m getting stressed for no reason and I can’t shut my brain off.,8.9,9,10,9,8,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,67,My parents want to talk about college and I’m only in like… tenth grade.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,68,I think my teacher hates me and I don’t know why.,8.6,9,10,9,8,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,69,Someone keeps teasing me and I can’t tell if it’s bullying.,8.9,9,10,9,8,9,8,9,9,0,100%,N/A,N/A
KimiBotTuned,70,My friend got mad because I hung out with someone else.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,71,I’m scared I’m going to fail this class.,8.9,9,10,9,8,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,72,I have to do a partner dance in PE and I want to die of embarrassment.,9.1,9,10,10,8,9,10,9,9,0,100%,N/A,N/A
KimiBotTuned,73,My friend keeps making everything a competition.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,74,My parents are being extra strict for no reason.,8.8,9,10,9,7,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,75,I got invited somewhere but I don’t know anyone else going.,9.0,9,10,10,8,10,9,9,9,0,100%,N/A,N/A
KimiBotTuned,76,I feel like everyone has a ‘thing’ and I don’t.,8.6,9,10,9,6,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,77,My friend asked me to keep a secret that feels serious.,8.8,9,10,9,7,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,78,Someone I don’t like keeps trying to be friends with me.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,79,I’m nervous to eat in front of people at school.,8.9,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,80,I just got told ‘we need to talk’ and I’m terrified.,9.1,10,10,10,8,9,9,10,9,0,100%,N/A,N/A
KimiBotTuned,81,My friend keeps sending me snaps at like 2am and I’m exhausted.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,82,My parents keep asking who I’m texting.,8.6,9,10,9,7,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,83,I can’t tell if someone is flirting with me or just being nice.,8.9,9,10,9,7,9,10,9,9,0,100%,N/A,N/A
KimiBotTuned,84,I got grounded and it feels unfair.,8.6,9,10,8,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,85,I’m stuck in a friend group where people are always arguing.,8.7,9,10,9,7,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,86,I messed up in front of everyone and I can’t stop replaying it.,9.4,9,10,10,8,10,10,10,9,0,100%,N/A,N/A
KimiBotTuned,87,My friend is being super clingy and I need space.,8.8,9,10,9,7,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,88,Someone said something racist/sexist in class and the teacher ignored it.,8.9,9,10,9,6,10,9,9,9,0,100%,N/A,N/A
KimiBotTuned,89,I keep procrastinating and now everything is piling up.,8.8,9,10,9,7,9,9,8,9,0,100%,N/A,N/A
KimiBotTuned,90,I got a bad grade and I’m scared to tell my parents.,9.0,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,91,I think my friend is using me to get closer to someone else.,8.8,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,92,My friend’s new friends are kinda mean and it’s changing them.,8.9,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,93,I want to change how I look but I’m scared people will comment.,9.0,9,10,10,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,94,I’m getting headaches from stress and I don’t know what to do.,8.8,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,95,Someone keeps ‘joking’ about fighting me and it’s not funny anymore.,8.6,9,10,8,6,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,96,I feel left out even when I’m literally with my friends.,8.8,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,97,I got asked out and I don’t like them that way.,9.0,9,10,10,8,9,8,9,9,0,100%,N/A,N/A
KimiBotTuned,98,I like two people at the same time and I feel guilty.,9.0,9,10,9,9,8,9,9,9,0,100%,N/A,N/A
KimiBotTuned,99,My parent read my diary/notes and I feel so violated.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
KimiBotTuned,100,I feel like I’m doing my best and it’s still not enough.,9.1,9,10,10,9,8,9,9,9,0,100%,N/A,N/A
OSS120Bot,1,I just walked into class and realized I’m wearing two different shoes.,9.1,9,10,10,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,2,My teacher asked for my homework and I fully forgot it existed.,4.5,9,10,9,9,1,1,5,2,0,100%,N/A,N/A
OSS120Bot,3,I got seated next to someone I used to be friends with and it’s so awkward.,9.1,9,10,10,8,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,4,My best friend is being super dry over text and won’t tell me why.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,5,Someone started a rumor about me and I don’t know how to shut it down.,8.6,8,10,7,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,6,I think I bombed my math test and I’m trying not to panic.,9.0,9,10,9,9,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,7,My group project partner hasn’t done anything and it’s due tomorrow.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,8,I just got invited to a party and I don’t know how to ask my parents.,9.1,9,10,10,9,9,9,8,9,0,100%,N/A,N/A
OSS120Bot,9,My parents checked my phone and now they’re acting weird.,9.2,9,10,10,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,10,I accidentally called my teacher ‘mom’ and I want to disappear.,8.9,9,10,10,8,9,9,8,9,0,100%,N/A,N/A
OSS120Bot,11,My friend keeps copying everything I do and it’s getting annoying.,8.9,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,12,I saw my crush talking to someone else and now I feel dumb.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,13,I have to present today and my hands won’t stop shaking.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,14,My friend told me a secret and I’m not sure I’m supposed to know.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,15,My sibling keeps going through my stuff and I’m about to lose it.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,16,I forgot I had practice after school and I planned something else.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,17,I got a weird vibe from a friend’s boyfriend and I don’t know what to do.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,18,My parents are fighting again and I can hear everything from my room.,8.8,9,10,8,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,19,My teacher thinks I cheated because my answers match someone’s.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,20,I got left on read by my crush and it’s making me spiral.,8.9,9,10,9,9,8,9,8,9,0,100%,N/A,N/A
OSS120Bot,21,Someone took a picture of me without asking and posted it.,9.0,9,10,8,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,22,My friend keeps making ‘jokes’ that feel like insults.,9.0,9,10,9,9,9,9,8,9,0,100%,N/A,N/A
OSS120Bot,23,I’m stuck sitting alone at lunch today and it feels obvious.,8.9,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,24,I just found out my friends hung out without inviting me.,9.1,9,10,8,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,25,My mom signed me up for something and didn’t ask me first.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,26,My dad wants to talk about ‘my attitude’ and I’m already annoyed.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,27,I have like five assignments due and my brain refuses to start.,9.2,9,10,10,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,28,I think I might have said something rude and I didn’t mean it.,9.1,9,10,9,9,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,29,My coach yelled at me in front of everyone and I’m embarrassed.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,30,My friend keeps asking to copy my homework and I’m tired of it.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,31,I accidentally liked an old post while stalking someone.,8.6,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,32,I’m pretty sure someone is mad at me but they won’t say why.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,33,My teacher moved my seat away from my friends and I’m mad.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,34,I got told to ‘calm down’ and now I’m even less calm.,8.9,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,35,I didn’t get picked for the team and I’m trying to act fine.,9.0,9,10,9,9,8,9,9,9,0,100%,N/A,N/A
OSS120Bot,36,My friend is dating someone I really don’t trust.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,37,I overheard people talking about me in the hallway.,8.6,9,10,9,7,8,9,9,9,0,100%,N/A,N/A
OSS120Bot,38,I have to choose classes for next year and I feel so behind.,9.0,9,10,9,9,9,9,8,9,0,100%,N/A,N/A
OSS120Bot,39,My parents want my grades to be perfect and it’s stressing me out.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,40,Someone keeps texting me nonstop and I don’t know how to set a boundary.,8.9,9,10,9,9,9,8,8,9,0,100%,N/A,N/A
OSS120Bot,41,I forgot my lunch and I’m trying not to be dramatic about it.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,42,My friend borrowed my stuff and returned it ruined.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,43,I think my friend is lying to me and I don’t know how to ask.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,44,My teacher called on me and my mind went completely blank.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,45,I got in trouble for something I didn’t do.,8.8,9,10,9,7,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,46,I feel like my friends only talk to me when they need something.,9.1,9,10,9,9,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,47,My parents won’t let me go out and everyone else can.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,48,I’m getting compared to my sibling again and it sucks.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,49,My crush smiled at me and now I’m overthinking everything.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,50,I got paired with someone in class who literally hates me.,9.1,9,10,9,9,9,9,9,8,0,100%,N/A,N/A
OSS120Bot,51,I’m pretty sure I’m the ‘backup friend’ and it hurts.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,52,I want to quit an activity but I feel guilty.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,53,My friend keeps cancelling plans last minute.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,54,Someone keeps making comments about my body and I hate it.,8.9,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,55,I posted something and now I regret it.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,56,My friend told me they’re struggling and I don’t know how to help.,9.0,9,10,8,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,57,I got a detention and I don’t even think it was fair.,8.9,8,10,9,9,9,9,8,9,0,100%,N/A,N/A
OSS120Bot,58,I’m nervous about talking to the school counselor.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,59,I feel like I’m always the one starting conversations.,8.9,9,10,8,9,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,60,My friend’s parents don’t like me and it’s awkward.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,61,I think I might like someone but I don’t know if it’s mutual.,8.6,8,10,9,7,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,62,My friend is pressuring me to do something I’m not comfortable with.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,63,I walked into the wrong classroom and everyone stared.,9.3,9,10,10,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,64,I lost something important at school and I’m freaking out.,8.9,9,9,8,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,65,My friend keeps gossiping and I don’t want to be part of it.,9.0,9,9,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,66,I’m getting stressed for no reason and I can’t shut my brain off.,9.0,9,10,8,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,67,My parents want to talk about college and I’m only in like… tenth grade.,9.1,9,10,10,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,68,I think my teacher hates me and I don’t know why.,9.0,9,10,8,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,69,Someone keeps teasing me and I can’t tell if it’s bullying.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,70,My friend got mad because I hung out with someone else.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,71,I’m scared I’m going to fail this class.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,72,I have to do a partner dance in PE and I want to die of embarrassment.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,73,My friend keeps making everything a competition.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,74,My parents are being extra strict for no reason.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,75,I got invited somewhere but I don’t know anyone else going.,9.3,10,10,10,9,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,76,I feel like everyone has a ‘thing’ and I don’t.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,77,My friend asked me to keep a secret that feels serious.,8.9,9,10,8,9,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,78,Someone I don’t like keeps trying to be friends with me.,8.9,9,10,9,9,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,79,I’m nervous to eat in front of people at school.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,80,I just got told ‘we need to talk’ and I’m terrified.,9.2,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,81,My friend keeps sending me snaps at like 2am and I’m exhausted.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,82,My parents keep asking who I’m texting.,9.0,9,10,9,9,8,9,9,9,0,100%,N/A,N/A
OSS120Bot,83,I can’t tell if someone is flirting with me or just being nice.,8.9,8,10,10,8,9,10,8,9,0,100%,N/A,N/A
OSS120Bot,84,I got grounded and it feels unfair.,8.9,9,10,9,8,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,85,I’m stuck in a friend group where people are always arguing.,8.9,9,9,9,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,86,I messed up in front of everyone and I can’t stop replaying it.,8.9,9,10,9,8,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,87,My friend is being super clingy and I need space.,9.1,9,10,8,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,88,Someone said something racist/sexist in class and the teacher ignored it.,8.9,9,10,9,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,89,I keep procrastinating and now everything is piling up.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,90,I got a bad grade and I’m scared to tell my parents.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,91,I think my friend is using me to get closer to someone else.,9.0,9,10,9,9,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,92,My friend’s new friends are kinda mean and it’s changing them.,9.0,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,93,I want to change how I look but I’m scared people will comment.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,94,I’m getting headaches from stress and I don’t know what to do.,8.9,9,10,8,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,95,Someone keeps ‘joking’ about fighting me and it’s not funny anymore.,8.9,9,10,8,8,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,96,I feel left out even when I’m literally with my friends.,8.8,9,10,9,7,9,8,9,9,0,100%,N/A,N/A
OSS120Bot,97,I got asked out and I don’t like them that way.,9.0,9,10,10,9,9,9,9,9,0,100%,N/A,N/A
OSS120Bot,98,I like two people at the same time and I feel guilty.,8.9,9,10,9,9,8,8,9,9,0,100%,N/A,N/A
OSS120Bot,99,My parent read my diary/notes and I feel so violated.,8.3,6,9,7,9,9,9,8,9,0,100%,N/A,N/A
OSS120Bot,100,I feel like I’m doing my best and it’s still not enough.,9.1,9,10,9,9,9,9,9,9,0,100%,N/A,N/A
